student_id,name,department,semester,attendance_pct,internal_marks,cp_ncp,previous_backlogs,risk_category
STU0034,Devansh Rajan,CSE,5,95,33,CP,0,High Risk
STU0035,Upadhriti Wadhwa,CSE,2,55,54,CP,0,High Risk
STU0036,Advay Contractor,MECH,2,89,58,CP,0,Moderate Risk
STU0037,Harini Choudhury,AI&DS,7,93,88,CP,0,Low Risk
STU0038,Radhika Dugar,MECH,4,85,86,CP,0,Low Risk
STU0039,Aarush Lall,MECH,2,81,74,CP,0,Low Risk
STU0040,Yashica Cherian,AI&DS,5,70,27,CP,3,High Risk
STU0041,Yashica Issac,AI&DS,6,44,42,CP,0,High Risk
STU0042,Kashvi Edwin,AI&DS,8,72,17,CP,0,High Risk
STU0043,Ekiya Suresh,ECE,1,45,93,CP,0,High Risk
STU0044,Isaac Patil,CSE,8,73,62,CP,0,Moderate Risk
STU0045,Wriddhish Bhardwaj,MECH,5,73,49,CP,0,Moderate Risk
STU0046,Farhan Chada,EEE,2,66,70,CP,0,Moderate Risk
STU0047,Ekapad Walia,CSE,1,75,64,CP,0,Moderate Risk
STU0048,Kabir Soman,CSE,4,71,32,CP,2,High Risk
STU0049,Alka Wable,ECE,3,53,90,CP,0,High Risk
STU0050,Siddharth Zacharia,AI&DS,1,83,44,CP,0,Moderate Risk
STU0051,Devika Rastogi,ECE,2,86,65,CP,0,Moderate Risk
STU0052,Raksha Varughese,AI&DS,2,63,69,CP,0,Moderate Risk
STU0053,Jai Kota,EEE,7,84,34,CP,1,High Risk
STU0054,Devansh Nigam,CSE,1,81,69,CP,0,Moderate Risk
STU0055,Victor Kannan,ECE,6,73,41,CP,0,Moderate Risk
STU0056,Ekavir Bhargava,ECE,4,84,65,CP,0,Moderate Risk
STU0057,Ekansh Balay,CSE,2,87,62,CP,2,High Risk
STU0058,Ekavir Varkey,ECE,5,77,58,CP,2,High Risk
STU0059,Arya Sunder,MECH,8,80,88,CP,1,Low Risk
STU0060,Kevin Solanki,ECE,7,39,71,CP,1,High Risk
STU0061,Urvashi Ray,MECH,6,85,89,CP,0,Low Risk
STU0062,Girindra Chatterjee,CSE,3,41,67,CP,1,High Risk
STU0063,Irya Sampath,MECH,3,83,88,CP,0,Low Risk
STU0064,Unni Bhagat,ECE,3,60,9,CP,0,High Risk
STU0065,Darsh Rau,AI&DS,3,94,61,CP,0,Moderate Risk
STU0066,Ikbal Kothari,EEE,2,92,44,CP,0,Moderate Risk
STU0067,Ranveer Yadav,EEE,6,62,77,CP,0,Moderate Risk
STU0068,Logan Sami,AI&DS,2,42,57,CP,2,High Risk
STU0069,Arya Shere,AI&DS,5,90,67,CP,0,Moderate Risk
STU0070,Faqid Savant,CSE,8,88,64,CP,0,Moderate Risk
STU0071,Chandresh Zachariah,EEE,4,77,50,CP,0,Moderate Risk
STU0072,Girik Khalsa,ECE,3,90,66,CP,0,Moderate Risk
STU0073,Niharika Sunder,EEE,3,83,47,CP,0,Moderate Risk
STU0074,Tanay Rattan,AI&DS,5,62,47,CP,0,Moderate Risk
STU0075,Nitesh Raghavan,ECE,5,60,80,CP,0,Moderate Risk
STU0076,Madhavi Lanka,ECE,5,57,21,CP,0,High Risk
STU0077,Bhavika Sampath,MECH,5,81,79,CP,0,Low Risk
STU0078,Mohammed Gupta,MECH,4,58,61,CP,2,High Risk
STU0079,Teerth Bhardwaj,CSE,6,57,97,CP,0,High Risk
STU0080,Dipta Bhandari,AI&DS,2,84,75,CP,0,Low Risk
STU0081,Vansha Thakkar,AI&DS,5,91,100,CP,1,Low Risk
STU0082,Dakshesh Trivedi,AI&DS,3,88,46,CP,0,Moderate Risk
STU0083,Quincy Biswas,MECH,3,80,89,CP,1,Low Risk
STU0084,Wahab Raval,AI&DS,4,58,50,CP,0,High Risk
STU0085,Yatin Baral,EEE,3,72,28,CP,0,High Risk
STU0086,Oni Virk,ECE,5,44,58,CP,0,High Risk
STU0087,Advika Jayaraman,CSE,2,67,99,CP,3,High Risk
STU0088,William Lanka,CSE,7,81,41,CP,3,High Risk
STU0089,Karan Mital,EEE,6,84,94,CP,0,Low Risk
STU0090,Diya Bora,AI&DS,6,87,69,CP,0,Moderate Risk
STU0091,Tara Chaudhry,CSE,3,77,66,CP,1,Moderate Risk
STU0092,Tanay Toor,ECE,8,72,99,CP,0,Moderate Risk
STU0093,Kevin Palla,CSE,1,67,86,CP,0,Moderate Risk
STU0094,Yash Pingle,CSE,2,63,71,CP,1,Moderate Risk
STU0095,Nakul Sarma,MECH,2,91,43,CP,0,Moderate Risk
STU0096,Abhiram Mistry,AI&DS,1,91,43,CP,0,Moderate Risk
STU0097,Krish Lalla,CSE,6,91,21,CP,0,High Risk
STU0098,Hredhaan Dugal,ECE,1,77,67,CP,0,Moderate Risk
STU0099,Baghyawati Kade,MECH,5,81,40,CP,3,High Risk
STU0100,Samar Lalla,CSE,6,53,59,CP,0,High Risk
STU0101,Zayan Behl,EEE,4,88,47,CP,0,Moderate Risk
STU0102,Pallavi Malhotra,ECE,1,81,100,CP,0,Low Risk
STU0103,Aarush Nath,CSE,6,73,18,CP,0,High Risk
STU0104,Adweta Edwin,EEE,1,76,14,CP,0,High Risk
STU0105,Prisha Andra,MECH,1,92,75,CP,0,Low Risk
STU0106,Faqid Dixit,ECE,3,79,89,CP,0,Low Risk
STU0107,Kala Divan,AI&DS,6,69,99,CP,0,Moderate Risk
STU0108,Joshua Barman,ECE,7,47,88,CP,1,High Risk
STU0109,Janya Baral,AI&DS,5,65,11,CP,0,High Risk
STU0110,Shivansh Krish,ECE,3,59,60,CP,0,High Risk
STU0111,Irya Ray,EEE,4,71,28,CP,0,High Risk
STU0112,Warjas Gaba,MECH,4,58,76,CP,0,High Risk
STU0113,Nitara Bakshi,CSE,1,57,70,CP,0,High Risk
STU0114,Gaurangi Sabharwal,AI&DS,3,73,58,CP,0,Moderate Risk
STU0115,Amara Dutta,MECH,2,59,27,CP,0,High Risk
STU0116,Lavanya Barad,AI&DS,8,78,36,CP,0,High Risk
STU0117,Tristan Iyengar,AI&DS,8,71,44,CP,1,Moderate Risk
STU0118,Inaya Mody,EEE,2,54,18,CP,0,High Risk
STU0119,Udant Bajwa,CSE,8,73,65,CP,0,Moderate Risk
STU0120,Mohini Narasimhan,MECH,1,36,56,CP,0,High Risk
STU0121,Ekaraj Mallick,MECH,3,92,56,CP,0,Moderate Risk
STU0122,Yashodhara Ratta,CSE,3,45,62,CP,0,High Risk
STU0123,Ayaan D’Alia,AI&DS,8,46,58,CP,1,High Risk
STU0124,Pranav Lanka,AI&DS,5,75,73,CP,0,Low Risk
STU0125,Ikbal Saraf,MECH,2,74,59,CP,0,Moderate Risk
STU0126,Dipta Sarin,AI&DS,8,48,67,CP,0,High Risk
STU0127,Lekha Gupta,CSE,2,54,1,CP,0,High Risk
STU0128,Chaitanya Sarin,AI&DS,4,40,50,CP,0,High Risk
STU0129,Zinal Yohannan,MECH,1,58,59,CP,0,High Risk
STU0130,Januja Sankar,ECE,3,72,69,CP,1,Moderate Risk
STU0131,Ganga Murthy,CSE,1,82,79,CP,0,Low Risk
STU0132,Charita Tripathi,EEE,3,69,53,CP,3,High Risk
STU0133,Nilima Narain,AI&DS,4,68,74,CP,0,Moderate Risk
STU0134,Chakrika Datta,AI&DS,2,47,99,CP,0,High Risk
STU0135,Osha Raghavan,CSE,8,77,42,CP,1,Moderate Risk
STU0136,Charvi Ravi,ECE,4,76,86,CP,5,High Risk
STU0137,Daksha Mangat,MECH,5,70,32,CP,0,High Risk
STU0138,Qushi Nagy,EEE,5,85,56,CP,0,Moderate Risk
STU0139,Riya Sathe,MECH,6,72,71,CP,0,Moderate Risk
STU0140,Yasti Solanki,CSE,8,66,61,CP,0,Moderate Risk
STU0141,Frado Mander,AI&DS,4,43,80,CP,1,High Risk
STU0142,Girik Keer,MECH,6,56,70,CP,0,High Risk
STU0143,Umang Issac,MECH,1,93,68,CP,0,Moderate Risk
STU0144,Aryan Batra,ECE,2,36,48,CP,5,High Risk
STU0145,Vaishnavi Bora,CSE,4,49,96,CP,2,High Risk
STU0146,Oeshi Hayer,EEE,4,60,96,CP,0,Moderate Risk
STU0147,Warda Ratta,AI&DS,1,55,65,CP,0,High Risk
STU0148,Manbir Ahluwalia,CSE,2,82,57,CP,0,Moderate Risk
STU0149,Pavani Kanda,CSE,2,61,76,CP,1,Moderate Risk
STU0150,Zarna Shetty,MECH,4,64,78,CP,0,Moderate Risk
STU0151,Zaid Dara,EEE,7,94,53,CP,0,Moderate Risk
STU0152,Kiaan Shetty,MECH,1,80,73,CP,0,Low Risk
STU0153,Saanvi Thaman,MECH,8,82,65,CP,0,Moderate Risk
STU0154,Sanaya Dutt,CSE,1,92,44,CP,0,Moderate Risk
STU0155,Shivani Lad,MECH,1,88,5,CP,0,High Risk
STU0156,Aradhana Verma,MECH,7,93,9,CP,0,High Risk
STU0157,William Maharaj,MECH,5,84,98,CP,0,Low Risk
STU0158,Faras Mangal,EEE,5,86,78,CP,0,Low Risk
STU0159,Anita Nayak,CSE,2,77,48,CP,0,Moderate Risk
STU0160,Faris Devi,MECH,8,80,64,CP,0,Moderate Risk
STU0161,Vihaan Rajagopal,EEE,7,42,70,CP,0,High Risk
STU0162,Tanish Bhatt,MECH,1,72,66,CP,0,Moderate Risk
STU0163,Nikita Narayanan,ECE,2,75,48,CP,0,Moderate Risk
STU0164,Ojasvi Bhatia,AI&DS,1,69,49,CP,0,Moderate Risk
STU0165,Osha Ramachandran,CSE,7,69,58,CP,0,Moderate Risk
STU0166,Lajita Sood,MECH,8,95,54,CP,0,Moderate Risk
STU0167,Indira Misra,MECH,7,55,56,CP,0,High Risk
STU0168,Oni Yohannan,MECH,4,73,90,CP,0,Moderate Risk
STU0169,Vinaya Kanda,MECH,2,73,62,CP,2,High Risk
STU0170,Rajata Sunder,MECH,7,87,68,CP,0,Moderate Risk
STU0171,Lopa Nayar,EEE,2,55,45,CP,0,High Risk
STU0172,Noah Sibal,CSE,2,68,65,CP,0,Moderate Risk
STU0173,Avi Ramesh,EEE,3,67,58,CP,2,High Risk
STU0174,Fiyaz Sangha,EEE,4,88,89,CP,2,High Risk
STU0175,Triya Gopal,MECH,8,61,84,CP,0,Moderate Risk
STU0176,Abha Raghavan,CSE,1,92,93,CP,0,Low Risk
STU0177,Siddharth Sha,AI&DS,3,82,18,CP,0,High Risk
STU0178,Geetika Raghavan,EEE,5,77,72,CP,0,Low Risk
STU0179,Oviya Krishnan,ECE,4,75,91,CP,2,High Risk
STU0180,Upma Bahl,ECE,5,76,70,CP,0,Low Risk
STU0181,Inaya Kapur,CSE,1,90,56,CP,0,Moderate Risk
STU0182,Banjeet Balasubramanian,CSE,1,86,35,CP,0,High Risk
STU0183,Ryan Bahri,EEE,5,80,94,CP,0,Low Risk
STU0184,William Date,ECE,7,76,100,CP,0,Low Risk
STU0185,Ishwar Kamdar,EEE,1,65,48,CP,0,Moderate Risk
STU0186,Aahana Pillay,EEE,1,77,72,CP,0,Low Risk
STU0187,Ishwar Gade,CSE,3,55,35,CP,0,High Risk
STU0188,Hritik Bal,ECE,5,74,11,CP,0,High Risk
STU0189,Keya Ranganathan,ECE,6,56,98,CP,0,High Risk
STU0190,Faqid Kibe,ECE,6,57,80,CP,0,High Risk
STU0191,Charvi Dara,ECE,8,72,64,CP,0,Moderate Risk
STU0192,Idika Walia,CSE,1,64,79,CP,0,Moderate Risk
STU0193,Kamala Biswas,EEE,1,59,34,CP,0,High Risk
STU0194,Advik Salvi,AI&DS,1,44,52,CP,0,High Risk
STU0195,Hitesh Sant,AI&DS,5,68,60,CP,0,Moderate Risk
STU0196,Tripti Dua,AI&DS,2,76,16,CP,1,High Risk
STU0197,Patrick Vig,MECH,5,70,83,CP,2,High Risk
STU0198,Veda Shroff,EEE,5,44,59,CP,0,High Risk
STU0199,Amrita Naidu,EEE,3,74,57,CP,0,Moderate Risk
STU0200,Gabriel Mallick,CSE,6,49,78,CP,0,High Risk
STU0201,Yagnesh Shetty,ECE,3,86,55,CP,0,Moderate Risk
STU0202,Gayathri Balakrishnan,CSE,3,62,45,CP,0,Moderate Risk
STU0203,Ekta Gopal,MECH,1,83,24,CP,0,High Risk
STU0204,Simon Pant,EEE,6,73,78,CP,0,Moderate Risk
STU0205,Harini Mammen,CSE,3,86,94,CP,1,Low Risk
STU0206,Advaith Varughese,CSE,8,74,59,CP,0,Moderate Risk
STU0207,Frederick Khurana,ECE,5,57,38,CP,0,High Risk
STU0208,Vrinda Khosla,EEE,4,82,100,CP,0,Low Risk
STU0209,Vritti Sem,AI&DS,1,89,89,CP,0,Low Risk
STU0210,Girik Menon,CSE,2,78,51,CP,0,Moderate Risk
STU0211,Nidhi Kohli,ECE,7,73,45,CP,0,Moderate Risk
STU0212,Jyoti Solanki,CSE,1,72,55,CP,0,Moderate Risk
STU0213,Pavani Narayanan,EEE,2,62,59,CP,0,Moderate Risk
STU0214,Sudiksha Madan,CSE,2,80,3,CP,0,High Risk
STU0215,Zayan Kashyap,MECH,4,68,57,CP,0,Moderate Risk
STU0216,Reyansh Mutti,MECH,1,77,77,CP,0,Low Risk
STU0217,Qasim Handa,EEE,1,66,61,CP,0,Moderate Risk
STU0218,Veda Malhotra,ECE,2,56,29,CP,0,High Risk
STU0219,Harish Hari,CSE,1,80,33,CP,0,High Risk
STU0220,Utkarsh Patel,AI&DS,5,70,92,CP,0,Moderate Risk
STU0221,Chasmum Atwal,CSE,3,69,11,CP,0,High Risk
STU0222,Anusha Bath,AI&DS,3,76,53,CP,0,Moderate Risk
STU0223,Brinda Date,EEE,2,91,72,CP,0,Low Risk
STU0224,Harshil Arora,CSE,2,74,73,CP,2,High Risk
STU0225,Upasna Srinivas,EEE,2,81,4,CP,0,High Risk
STU0226,Harini Gour,ECE,7,64,65,CP,0,Moderate Risk
STU0227,Zayyan Sridhar,ECE,2,54,23,CP,0,High Risk
STU0228,Dhruv Rattan,MECH,4,73,79,CP,0,Moderate Risk
STU0229,Ethan Bera,AI&DS,3,93,55,CP,0,Moderate Risk
STU0230,Manthan Modi,MECH,5,82,72,CP,0,Low Risk
STU0231,Yuvraj Dani,EEE,4,41,50,CP,0,High Risk
STU0232,Upkaar Virk,CSE,5,71,78,CP,3,High Risk
STU0233,Shravya Savant,CSE,3,82,71,CP,0,Low Risk
STU0234,Pushti Mody,AI&DS,1,44,31,CP,0,High Risk
STU0235,Hardik Johal,CSE,4,54,55,CP,5,High Risk
STU0236,Aishani Bumb,AI&DS,4,53,50,CP,0,High Risk
STU0237,Wriddhish Ghose,EEE,5,43,71,CP,0,High Risk
STU0238,Naksh Agate,CSE,4,66,60,CP,2,High Risk
STU0239,Shravya Singhal,EEE,1,77,90,CP,0,Low Risk
STU0240,Bachittar Kata,MECH,1,78,38,CP,0,High Risk
STU0241,Barkha Setty,MECH,5,63,37,CP,0,High Risk
STU0242,Vivaan Lalla,MECH,4,37,47,CP,0,High Risk
STU0243,Pavani Contractor,MECH,2,99,30,CP,1,High Risk
STU0244,Manthan Lata,CSE,4,72,77,CP,0,Moderate Risk
STU0245,Ekbal Bhasin,EEE,7,75,65,CP,0,Moderate Risk
STU0246,Damyanti Mani,AI&DS,6,53,54,CP,0,High Risk
STU0247,Jeet Sidhu,ECE,8,75,75,CP,0,Low Risk
STU0248,Neha Magar,ECE,2,82,67,CP,0,Moderate Risk
STU0249,Raksha Buch,AI&DS,8,69,53,CP,0,Moderate Risk
STU0250,Rachana Naidu,MECH,8,83,85,CP,2,High Risk
STU0251,Atharv Chand,CSE,5,86,64,CP,0,Moderate Risk
STU0252,Ansh Luthra,AI&DS,7,60,69,CP,0,Moderate Risk
STU0253,Parth Singhal,AI&DS,1,68,88,CP,0,Moderate Risk
STU0254,Arunima Golla,MECH,7,89,53,CP,0,Moderate Risk
STU0255,Vyanjana Chand,ECE,3,46,51,CP,2,High Risk
STU0256,Ijaya Rege,EEE,6,51,56,CP,0,High Risk
STU0257,Ekani Cheema,ECE,6,69,63,CP,0,Moderate Risk
STU0258,Forum Sabharwal,ECE,7,72,77,CP,0,Moderate Risk
STU0259,Bhavya Rattan,EEE,2,50,60,CP,0,High Risk
STU0260,Suhani Chakrabarti,CSE,7,70,77,CP,0,Moderate Risk
STU0261,Zayyan Naik,ECE,2,32,59,CP,0,High Risk
STU0262,Netra Varkey,CSE,4,64,98,CP,0,Moderate Risk
STU0263,Turvi Sachdev,AI&DS,4,66,73,CP,4,High Risk
STU0264,Raghav Vasa,EEE,6,64,8,CP,0,High Risk
STU0265,Wishi Sathe,CSE,6,79,42,CP,0,Moderate Risk
STU0266,Samar Loke,EEE,6,54,75,CP,4,High Risk
STU0267,Bhavna Sarma,MECH,5,82,15,CP,0,High Risk
STU0268,Jairaj Balakrishnan,ECE,1,55,10,CP,0,High Risk
STU0269,Nathan Mukhopadhyay,AI&DS,3,83,62,CP,1,Moderate Risk
STU0270,Nikita Chander,ECE,2,85,11,CP,0,High Risk
STU0271,Ishaan Shenoy,EEE,3,66,53,CP,0,Moderate Risk
STU0272,Mitesh Tara,ECE,4,70,97,CP,0,Moderate Risk
STU0273,Yashodhara Mahajan,CSE,6,46,66,CP,0,High Risk
STU0274,Vasudha Sodhi,EEE,1,63,55,CP,0,Moderate Risk
STU0275,Tanmayi Dhillon,AI&DS,6,53,55,CP,0,High Risk
STU0276,Rayaan Trivedi,EEE,5,68,62,CP,0,Moderate Risk
STU0277,Ekaraj Majumdar,MECH,3,82,61,CP,0,Moderate Risk
STU0278,Harini Tripathi,AI&DS,5,68,28,CP,1,High Risk
STU0279,Aarnav Mandal,EEE,3,91,5,CP,0,High Risk
STU0280,Vrishti Dixit,EEE,3,80,77,CP,0,Low Risk
STU0281,Veda Pai,EEE,5,58,26,CP,0,High Risk
STU0282,Krishna Shah,MECH,8,49,75,CP,0,High Risk
STU0283,Ranbir Khare,AI&DS,2,88,64,CP,0,Moderate Risk
STU0284,Vivaan Roy,CSE,3,87,43,CP,1,Moderate Risk
STU0285,Eesha Solanki,EEE,5,78,70,CP,2,High Risk
STU0286,Libni Doshi,ECE,6,89,72,CP,0,Low Risk
STU0287,Balhaar Date,CSE,8,82,56,CP,0,Moderate Risk
STU0288,Harish Sarraf,AI&DS,4,69,85,CP,0,Moderate Risk
STU0289,Tanmayi Aurora,CSE,1,66,76,CP,0,Moderate Risk
STU0290,Nimrat Dubey,AI&DS,3,67,65,CP,4,High Risk
STU0291,Upasna Lanka,CSE,3,77,58,CP,0,Moderate Risk
STU0292,Mitali Buch,ECE,6,50,62,CP,1,High Risk
STU0293,Lajita Nadig,AI&DS,1,53,48,CP,0,High Risk
STU0294,Balendra Biswas,EEE,8,71,43,CP,0,Moderate Risk
STU0295,Bhavna Karan,AI&DS,2,75,63,CP,0,Moderate Risk
STU0296,Radha Chaudhari,ECE,5,74,40,CP,0,Moderate Risk
STU0297,Sachi Ganesan,AI&DS,3,89,1,CP,0,High Risk
STU0298,Ayush Batra,AI&DS,2,56,80,CP,0,High Risk
STU0299,Daksh Memon,MECH,7,72,70,CP,0,Moderate Risk
STU0300,Kavya Sankar,MECH,2,45,15,CP,0,High Risk
STU0301,Yash Wali,MECH,2,75,51,CP,0,Moderate Risk
STU0302,Pranit Garde,EEE,8,50,58,CP,0,High Risk
STU0303,Farhan Raja,ECE,4,59,44,CP,0,High Risk
STU0304,Widisha Dhar,MECH,7,67,86,CP,1,Moderate Risk
STU0305,Triya Kumar,AI&DS,6,55,37,CP,0,High Risk
STU0306,Aadhya Andra,EEE,4,47,55,CP,3,High Risk
STU0307,Bhavna Dugar,ECE,4,42,60,CP,2,High Risk
STU0308,Riya Pai,MECH,2,35,25,CP,2,High Risk
STU0309,Panini Krishna,EEE,6,65,59,CP,0,Moderate Risk
STU0310,Chasmum Issac,EEE,4,45,78,CP,0,High Risk
STU0311,Vasudha Chhabra,AI&DS,5,49,93,CP,0,High Risk
STU0312,Lakshmi Parmer,EEE,4,65,40,CP,0,Moderate Risk
STU0313,Chakrika Bains,AI&DS,1,41,76,CP,0,High Risk
STU0314,Anvi Anand,AI&DS,4,75,71,CP,2,High Risk
STU0315,Watika Mangat,EEE,2,96,70,CP,0,Low Risk
STU0316,Indira Kanda,AI&DS,7,72,70,CP,0,Moderate Risk
STU0317,Zashil Devan,CSE,3,77,99,CP,0,Low Risk
STU0318,Balveer More,CSE,5,59,79,CP,0,High Risk
STU0319,Bahadurjit Patla,CSE,4,53,80,CP,1,High Risk
STU0320,Gautam Merchant,MECH,1,77,4,CP,0,High Risk
STU0321,Ojasvi Gill,ECE,1,62,27,CP,0,High Risk
STU0322,Kevin Zacharia,MECH,4,75,62,CP,0,Moderate Risk
STU0323,Yachana Mahajan,AI&DS,2,63,77,CP,0,Moderate Risk
STU0324,Aarini Subramaniam,ECE,4,72,69,CP,0,Moderate Risk
STU0325,Hamsini Contractor,ECE,8,60,50,CP,1,Moderate Risk
STU0326,Faqid Dhaliwal,ECE,5,70,78,CP,2,High Risk
STU0327,Mekhala Pau,EEE,2,73,73,CP,1,Moderate Risk
STU0328,Megha Atwal,ECE,2,61,72,CP,2,High Risk
STU0329,Jatin Sha,EEE,6,56,89,CP,2,High Risk
STU0330,Adweta Raj,EEE,1,75,68,CP,0,Moderate Risk
STU0331,Hritik Kaur,CSE,5,72,62,CP,0,Moderate Risk
STU0332,Aryan Narang,EEE,6,48,61,CP,3,High Risk
STU0333,Dev Shetty,ECE,3,89,96,CP,0,Low Risk
STU0334,Nilima Dada,EEE,3,76,83,CP,0,Low Risk
STU0335,Chakradev Barad,ECE,4,79,86,CP,0,Low Risk
STU0336,Waida D’Alia,ECE,8,41,96,CP,0,High Risk
STU0337,Wahab Yogi,EEE,7,35,64,CP,2,High Risk
STU0338,Lipika Setty,EEE,2,95,76,CP,2,High Risk
STU0339,Oni Dubey,ECE,7,69,24,CP,0,High Risk
STU0340,Hardik Suri,MECH,5,79,11,CP,1,High Risk
STU0341,Ati Bali,AI&DS,5,55,73,CP,1,High Risk
STU0342,Teerth Sawhney,AI&DS,3,66,25,CP,0,High Risk
STU0343,Warinder Patil,ECE,1,65,49,CP,0,Moderate Risk
STU0344,Jhalak Parmer,EEE,2,79,12,CP,0,High Risk
STU0345,Mitali Majumdar,CSE,5,69,37,CP,2,High Risk
STU0346,Jason Sha,EEE,5,76,92,CP,0,Low Risk
STU0347,Simon Bail,ECE,8,70,80,CP,0,Moderate Risk
STU0348,Gauri Kohli,AI&DS,8,80,87,CP,1,Low Risk
STU0349,Samesh Biswas,AI&DS,7,46,52,CP,0,High Risk
STU0350,Tarak Kaul,AI&DS,1,83,87,CP,0,Low Risk
STU0351,Manbir Agate,AI&DS,4,53,95,CP,0,High Risk
STU0352,Maanav De,ECE,6,70,95,CP,1,Moderate Risk
STU0353,Owen Choudhary,MECH,1,67,78,CP,0,Moderate Risk
STU0354,Karan Aurora,MECH,5,62,9,CP,1,High Risk
STU0355,Wazir Naik,ECE,4,42,43,CP,0,High Risk
STU0356,Owen Lanka,CSE,8,45,82,CP,0,High Risk
STU0357,Jonathan Sama,ECE,6,81,94,CP,0,Low Risk
STU0358,Devansh Soni,MECH,3,88,43,CP,0,Moderate Risk
STU0359,Janaki Varghese,AI&DS,1,85,38,CP,0,High Risk
STU0360,Siya Thakur,MECH,4,79,41,CP,1,Moderate Risk
STU0361,Caleb Verma,EEE,4,79,53,CP,1,Moderate Risk
STU0362,Tara Balasubramanian,ECE,4,52,24,CP,0,High Risk
STU0363,Varenya Ratti,MECH,5,90,88,CP,0,Low Risk
STU0364,Hritik Swaminathan,CSE,5,68,62,CP,0,Moderate Risk
STU0365,Ethan Buch,CSE,3,58,42,CP,0,High Risk
STU0366,Manbir Bhatti,EEE,2,88,79,CP,0,Low Risk
STU0367,Anvi Nair,EEE,2,86,97,CP,0,Low Risk
STU0368,Chaitaly Setty,EEE,2,73,66,CP,0,Moderate Risk
STU0369,Hardik Contractor,MECH,4,42,53,CP,1,High Risk
STU0370,Qushi Seth,EEE,5,67,46,CP,1,Moderate Risk
STU0371,Odika Nori,MECH,2,57,85,CP,1,High Risk
STU0372,Mohini Sagar,CSE,4,92,65,CP,0,Moderate Risk
STU0373,Dhriti Sane,EEE,2,76,92,CP,0,Low Risk
STU0374,Aadhya Prasad,ECE,1,65,62,CP,0,Moderate Risk
STU0375,Urvi Bhavsar,CSE,2,80,78,CP,0,Low Risk
STU0376,Frederick Chander,ECE,7,63,81,CP,0,Moderate Risk
STU0377,Gopal Pradhan,ECE,8,49,96,CP,2,High Risk
STU0378,Darpan Narayan,AI&DS,5,66,51,CP,1,Moderate Risk
STU0379,Nirja Pandya,MECH,4,76,52,CP,0,Moderate Risk
STU0380,Charan Mani,MECH,4,82,71,CP,2,High Risk
STU0381,Indira Chawla,EEE,3,42,85,CP,0,High Risk
STU0382,Mohammed Subramaniam,AI&DS,8,74,45,CP,0,Moderate Risk
STU0383,Hritik Palla,ECE,3,83,71,CP,0,Low Risk
STU0384,Ishwar Mallick,MECH,8,76,66,CP,0,Moderate Risk
STU0385,Pushti Bal,EEE,2,79,78,CP,5,High Risk
STU0386,Ayush Gole,CSE,4,84,2,CP,1,High Risk
STU0387,Dayamai Nori,MECH,1,76,5,CP,0,High Risk
STU0388,Abeer Golla,CSE,2,69,20,CP,2,High Risk
STU0389,Nandini Boase,MECH,1,72,41,CP,0,Moderate Risk
